case_id,query,historical_rank,historical_candidate_code,historical_score,historical_candidate_history_rank,historical_precedent_ids,historical_precedent_count,historical_precedent_case_id,historical_precedent_id_unico,historical_precedent_dam,historical_precedent_serie,historical_precedent_code,historical_precedent_description,traceability_complete,normative_evidence_status,normative_doc_ids,normative_source,normative_version,normative_type,normative_document_code,normative_source_page,normative_source_line,normative_evidence_reference,has_exact_nandina8_evidence,has_hs6_evidence,has_hs4_evidence,has_chapter_evidence,normative_corpus_sha256
DA-EVAL-V02-00206,"L7,MC MOTOR`S,AFF 125 VE:2025,2025 CA:CUATRIMOTO,C1:GRIS,CO:GASOLINA,SN:0 NC:1,CC:125,CH/VIN:L85AG4FJ6S1122672,MO:154FMI21E44722 AS:2,FR:4X2,TT:AUT,PA:1,PM: 5.60@7500.00,PB:236,PN:106,CU:130 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1470,AN:1040,AL:950, NR:4,SC:L85AG4FJ6S1122672 INC",2,87031000,71.65080737459704,7,DA-HIST-V02-00200,1,DA-HIST-V02-00200,118-2026-10-008011-00-8,118-2026-10-008011-00,8,87031000,"L7,YONSLAND,MOTORCYCLE FARM ATV VE:2025,2025 CA:CUATRIMOTO,C1:ROJO,C2:NEGRO,CO:ELECTRICO,SN:0 CH/VIN:H2JBBL018SA000078,MO:72V 5000W AS:1,FR:4X4,TT:AUT,PA:1,PM: 1.50@1800.00,PB:800,PN:300,CU:500 SAC,KM:1.00,TE:ELECTRICO LA:3100,AN:1200,AL:1400, NR:4,MC:YONSLAND,SC:H2JBBL018SA000078 C",1,exact_nandina8_evidence,NANDINA_87031000,NANDINA,hierarchical_v0.1,nandina_8,87031000,403,25,8703.10.00 - Vehículos especialmente diseñados para desplazarse sobre nieve; vehículos u,1,0,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00206,"L7,MC MOTOR`S,AFF 125 VE:2025,2025 CA:CUATRIMOTO,C1:GRIS,CO:GASOLINA,SN:0 NC:1,CC:125,CH/VIN:L85AG4FJ6S1122672,MO:154FMI21E44722 AS:2,FR:4X2,TT:AUT,PA:1,PM: 5.60@7500.00,PB:236,PN:106,CU:130 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1470,AN:1040,AL:950, NR:4,SC:L85AG4FJ6S1122672 INC",3,87032290,71.53729811247909,8,DA-HIST-V02-00512,1,DA-HIST-V02-00512,118-2026-10-096423-00-1,118-2026-10-096423-00,1,87032290,"M1,PEUGEOT,208 VE:R4,2025 CA:HATCHBACK,C1:BLANCO,CO:GASOLINA,SN:0 NC:3,CC:1199,CH/VIN:VR3UPHPY4S4001847,MO:1184 AS:2,FR:4X2,TT:AUT,PA:1,PM: 158.00@5500.00,PB:1250,PN:1080,CU:170 SAC,KM:0.00,TE:ENCENDIDO POR CHISPA LA:4052,AN:1738,AL:1430, NR:4,AR:7 /17,N1:205/45R17,DE",1,exact_nandina8_evidence,NANDINA_87032290,NANDINA,hierarchical_v0.1,nandina_8,87032290,403,32,8703.22.90 - - - Los demás u,1,1,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00207,"L7,MC MOTOR`S,AFX 200L VE:2025,2025 CA:CUATRIMOTO,C1:NEGRO,CO:GASOLINA,SN:0 NC:1,CC:180,CH/VIN:L85AG4FM1S1122637,MO:JN1P63QMK3D25111895 AS:2,FR:4X2,TT:AUT,PA:1,PM: 11.20@7500.00,PB:383,PN:203,CU:180 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1895,AN:1080,AL:1110, NR:4,SC:L85AG4FM1S1122637 IN",1,87031000,74.19123954982433,1,DA-HIST-V02-00200,1,DA-HIST-V02-00200,118-2026-10-008011-00-8,118-2026-10-008011-00,8,87031000,"L7,YONSLAND,MOTORCYCLE FARM ATV VE:2025,2025 CA:CUATRIMOTO,C1:ROJO,C2:NEGRO,CO:ELECTRICO,SN:0 CH/VIN:H2JBBL018SA000078,MO:72V 5000W AS:1,FR:4X4,TT:AUT,PA:1,PM: 1.50@1800.00,PB:800,PN:300,CU:500 SAC,KM:1.00,TE:ELECTRICO LA:3100,AN:1200,AL:1400, NR:4,MC:YONSLAND,SC:H2JBBL018SA000078 C",1,exact_nandina8_evidence,NANDINA_87031000,NANDINA,hierarchical_v0.1,nandina_8,87031000,403,25,8703.10.00 - Vehículos especialmente diseñados para desplazarse sobre nieve; vehículos u,1,0,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00207,"L7,MC MOTOR`S,AFX 200L VE:2025,2025 CA:CUATRIMOTO,C1:NEGRO,CO:GASOLINA,SN:0 NC:1,CC:180,CH/VIN:L85AG4FM1S1122637,MO:JN1P63QMK3D25111895 AS:2,FR:4X2,TT:AUT,PA:1,PM: 11.20@7500.00,PB:383,PN:203,CU:180 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1895,AN:1080,AL:1110, NR:4,SC:L85AG4FM1S1122637 IN",2,87032290,73.91896397801614,2,DA-HIST-V02-00512,1,DA-HIST-V02-00512,118-2026-10-096423-00-1,118-2026-10-096423-00,1,87032290,"M1,PEUGEOT,208 VE:R4,2025 CA:HATCHBACK,C1:BLANCO,CO:GASOLINA,SN:0 NC:3,CC:1199,CH/VIN:VR3UPHPY4S4001847,MO:1184 AS:2,FR:4X2,TT:AUT,PA:1,PM: 158.00@5500.00,PB:1250,PN:1080,CU:170 SAC,KM:0.00,TE:ENCENDIDO POR CHISPA LA:4052,AN:1738,AL:1430, NR:4,AR:7 /17,N1:205/45R17,DE",1,exact_nandina8_evidence,NANDINA_87032290,NANDINA,hierarchical_v0.1,nandina_8,87032290,403,32,8703.22.90 - - - Los demás u,1,1,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00207,"L7,MC MOTOR`S,AFX 200L VE:2025,2025 CA:CUATRIMOTO,C1:NEGRO,CO:GASOLINA,SN:0 NC:1,CC:180,CH/VIN:L85AG4FM1S1122637,MO:JN1P63QMK3D25111895 AS:2,FR:4X2,TT:AUT,PA:1,PM: 11.20@7500.00,PB:383,PN:203,CU:180 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1895,AN:1080,AL:1110, NR:4,SC:L85AG4FM1S1122637 IN",3,87116000,66.69328460959997,4,DA-HIST-V02-00060,1,DA-HIST-V02-00060,118-2026-10-002710-00-25,118-2026-10-002710-00,25,87116000,"L2,YONSLAND,R3 COOL VE:2026,2026 CA:TRIMOTO CARGA,C1:BLANCO,CO:ELECTRICO,SN:0 CH/VIN:LW0HWFZ13T3260019,MO:20145567 AS:2,FR:3X2,TT:AUT,PA:2,PM: 1.00@ 180.00,PB:434,PN:284,CU:150 SAC,KM:1.00,TE:ELECTRICO LA:3400,AN:1380,AL:1430, NR:3,MC:YONSLAND,SC:LW0HWFZ13T3260019 C",1,exact_nandina8_evidence,NANDINA_87116000,NANDINA,hierarchical_v0.1,nandina_8,87116000,407,13,8711.60.00 - Propulsados con motor eléctrico u,1,0,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00208,"L7,MC MOTOR`S,AFF 125 VE:2025,2025 CA:CUATRIMOTO,C1:GRIS,CO:GASOLINA,SN:0 NC:1,CC:125,CH/VIN:L85AG4FJ8S1122673,MO:154FMI21E44717 AS:2,FR:4X2,TT:AUT,PA:1,PM: 5.60@7500.00,PB:236,PN:106,CU:130 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1470,AN:1040,AL:950, NR:4,SC:L85AG4FJ8S1122673 INC",1,87032100,79.32025270986624,1,DA-HIST-V02-00226,1,DA-HIST-V02-00226,118-2026-10-011206-00-1,118-2026-10-011206-00,1,87032100,"L7,MARCA:EPQ,MODELO:SS125-1,AÑO MOD:2025 CH:H09SCEL12SASSG005,VI:H09SCEL12SASSG005,MO:154FMI18E06308,CC:125,NC:1,CO:GASOLINA,SNTT:0 CA:CUATRIMOTO,PM:5.60@7500,AS:1,PA:0,FR:4X2,TT:AUT,C1:ANARANJADO PB:282,PN:112,CU:170,LA:1500,AN:950,AL:960,NR:4 SAC,KILOMETRAJE:1.00",1,exact_nandina8_evidence,NANDINA_87032100,NANDINA,hierarchical_v0.1,nandina_8,87032100,403,29,8703.21.00 - - De cilindrada inferior o igual a 1.000 cm3 u,1,0,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00208,"L7,MC MOTOR`S,AFF 125 VE:2025,2025 CA:CUATRIMOTO,C1:GRIS,CO:GASOLINA,SN:0 NC:1,CC:125,CH/VIN:L85AG4FJ8S1122673,MO:154FMI21E44717 AS:2,FR:4X2,TT:AUT,PA:1,PM: 5.60@7500.00,PB:236,PN:106,CU:130 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1470,AN:1040,AL:950, NR:4,SC:L85AG4FJ8S1122673 INC",2,87031000,71.65080737459704,7,DA-HIST-V02-00200,1,DA-HIST-V02-00200,118-2026-10-008011-00-8,118-2026-10-008011-00,8,87031000,"L7,YONSLAND,MOTORCYCLE FARM ATV VE:2025,2025 CA:CUATRIMOTO,C1:ROJO,C2:NEGRO,CO:ELECTRICO,SN:0 CH/VIN:H2JBBL018SA000078,MO:72V 5000W AS:1,FR:4X4,TT:AUT,PA:1,PM: 1.50@1800.00,PB:800,PN:300,CU:500 SAC,KM:1.00,TE:ELECTRICO LA:3100,AN:1200,AL:1400, NR:4,MC:YONSLAND,SC:H2JBBL018SA000078 C",1,exact_nandina8_evidence,NANDINA_87031000,NANDINA,hierarchical_v0.1,nandina_8,87031000,403,25,8703.10.00 - Vehículos especialmente diseñados para desplazarse sobre nieve; vehículos u,1,0,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00208,"L7,MC MOTOR`S,AFF 125 VE:2025,2025 CA:CUATRIMOTO,C1:GRIS,CO:GASOLINA,SN:0 NC:1,CC:125,CH/VIN:L85AG4FJ8S1122673,MO:154FMI21E44717 AS:2,FR:4X2,TT:AUT,PA:1,PM: 5.60@7500.00,PB:236,PN:106,CU:130 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1470,AN:1040,AL:950, NR:4,SC:L85AG4FJ8S1122673 INC",3,87032290,71.53729811247909,8,DA-HIST-V02-00512,1,DA-HIST-V02-00512,118-2026-10-096423-00-1,118-2026-10-096423-00,1,87032290,"M1,PEUGEOT,208 VE:R4,2025 CA:HATCHBACK,C1:BLANCO,CO:GASOLINA,SN:0 NC:3,CC:1199,CH/VIN:VR3UPHPY4S4001847,MO:1184 AS:2,FR:4X2,TT:AUT,PA:1,PM: 158.00@5500.00,PB:1250,PN:1080,CU:170 SAC,KM:0.00,TE:ENCENDIDO POR CHISPA LA:4052,AN:1738,AL:1430, NR:4,AR:7 /17,N1:205/45R17,DE",1,exact_nandina8_evidence,NANDINA_87032290,NANDINA,hierarchical_v0.1,nandina_8,87032290,403,32,8703.22.90 - - - Los demás u,1,1,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00209,"L7,MC MOTOR`S,AFF 125 VE:2025,2025 CA:CUATRIMOTO,C1:ROJO,CO:GASOLINA,SN:0 NC:1,CC:125,CH/VIN:L85AG4FJXS1122674,MO:154FMI21E44687 AS:2,FR:4X2,TT:AUT,PA:1,PM: 5.60@7500.00,PB:236,PN:106,CU:130 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1470,AN:1040,AL:950, NR:4,SC:L85AG4FJXS1122674 INC",1,87032100,79.32025270986624,1,DA-HIST-V02-00226,1,DA-HIST-V02-00226,118-2026-10-011206-00-1,118-2026-10-011206-00,1,87032100,"L7,MARCA:EPQ,MODELO:SS125-1,AÑO MOD:2025 CH:H09SCEL12SASSG005,VI:H09SCEL12SASSG005,MO:154FMI18E06308,CC:125,NC:1,CO:GASOLINA,SNTT:0 CA:CUATRIMOTO,PM:5.60@7500,AS:1,PA:0,FR:4X2,TT:AUT,C1:ANARANJADO PB:282,PN:112,CU:170,LA:1500,AN:950,AL:960,NR:4 SAC,KILOMETRAJE:1.00",1,exact_nandina8_evidence,NANDINA_87032100,NANDINA,hierarchical_v0.1,nandina_8,87032100,403,29,8703.21.00 - - De cilindrada inferior o igual a 1.000 cm3 u,1,0,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00209,"L7,MC MOTOR`S,AFF 125 VE:2025,2025 CA:CUATRIMOTO,C1:ROJO,CO:GASOLINA,SN:0 NC:1,CC:125,CH/VIN:L85AG4FJXS1122674,MO:154FMI21E44687 AS:2,FR:4X2,TT:AUT,PA:1,PM: 5.60@7500.00,PB:236,PN:106,CU:130 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1470,AN:1040,AL:950, NR:4,SC:L85AG4FJXS1122674 INC",2,87031000,74.05054645854368,7,DA-HIST-V02-00200,1,DA-HIST-V02-00200,118-2026-10-008011-00-8,118-2026-10-008011-00,8,87031000,"L7,YONSLAND,MOTORCYCLE FARM ATV VE:2025,2025 CA:CUATRIMOTO,C1:ROJO,C2:NEGRO,CO:ELECTRICO,SN:0 CH/VIN:H2JBBL018SA000078,MO:72V 5000W AS:1,FR:4X4,TT:AUT,PA:1,PM: 1.50@1800.00,PB:800,PN:300,CU:500 SAC,KM:1.00,TE:ELECTRICO LA:3100,AN:1200,AL:1400, NR:4,MC:YONSLAND,SC:H2JBBL018SA000078 C",1,exact_nandina8_evidence,NANDINA_87031000,NANDINA,hierarchical_v0.1,nandina_8,87031000,403,25,8703.10.00 - Vehículos especialmente diseñados para desplazarse sobre nieve; vehículos u,1,0,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00209,"L7,MC MOTOR`S,AFF 125 VE:2025,2025 CA:CUATRIMOTO,C1:ROJO,CO:GASOLINA,SN:0 NC:1,CC:125,CH/VIN:L85AG4FJXS1122674,MO:154FMI21E44687 AS:2,FR:4X2,TT:AUT,PA:1,PM: 5.60@7500.00,PB:236,PN:106,CU:130 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1470,AN:1040,AL:950, NR:4,SC:L85AG4FJXS1122674 INC",3,87032290,71.53729811247909,8,DA-HIST-V02-00512,1,DA-HIST-V02-00512,118-2026-10-096423-00-1,118-2026-10-096423-00,1,87032290,"M1,PEUGEOT,208 VE:R4,2025 CA:HATCHBACK,C1:BLANCO,CO:GASOLINA,SN:0 NC:3,CC:1199,CH/VIN:VR3UPHPY4S4001847,MO:1184 AS:2,FR:4X2,TT:AUT,PA:1,PM: 158.00@5500.00,PB:1250,PN:1080,CU:170 SAC,KM:0.00,TE:ENCENDIDO POR CHISPA LA:4052,AN:1738,AL:1430, NR:4,AR:7 /17,N1:205/45R17,DE",1,exact_nandina8_evidence,NANDINA_87032290,NANDINA,hierarchical_v0.1,nandina_8,87032290,403,32,8703.22.90 - - - Los demás u,1,1,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00210,"L7,MC MOTOR`S,AFF 125 VE:2025,2025 CA:CUATRIMOTO,C1:ROJO,CO:GASOLINA,SN:0 NC:1,CC:125,CH/VIN:L85AG4FJ1S1122675,MO:154FMI21E44723 AS:2,FR:4X2,TT:AUT,PA:1,PM: 5.60@7500.00,PB:236,PN:106,CU:130 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1470,AN:1040,AL:950, NR:4,SC:L85AG4FJ1S1122675 INC",1,87032100,79.32025270986624,1,DA-HIST-V02-00226,1,DA-HIST-V02-00226,118-2026-10-011206-00-1,118-2026-10-011206-00,1,87032100,"L7,MARCA:EPQ,MODELO:SS125-1,AÑO MOD:2025 CH:H09SCEL12SASSG005,VI:H09SCEL12SASSG005,MO:154FMI18E06308,CC:125,NC:1,CO:GASOLINA,SNTT:0 CA:CUATRIMOTO,PM:5.60@7500,AS:1,PA:0,FR:4X2,TT:AUT,C1:ANARANJADO PB:282,PN:112,CU:170,LA:1500,AN:950,AL:960,NR:4 SAC,KILOMETRAJE:1.00",1,exact_nandina8_evidence,NANDINA_87032100,NANDINA,hierarchical_v0.1,nandina_8,87032100,403,29,8703.21.00 - - De cilindrada inferior o igual a 1.000 cm3 u,1,0,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00210,"L7,MC MOTOR`S,AFF 125 VE:2025,2025 CA:CUATRIMOTO,C1:ROJO,CO:GASOLINA,SN:0 NC:1,CC:125,CH/VIN:L85AG4FJ1S1122675,MO:154FMI21E44723 AS:2,FR:4X2,TT:AUT,PA:1,PM: 5.60@7500.00,PB:236,PN:106,CU:130 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1470,AN:1040,AL:950, NR:4,SC:L85AG4FJ1S1122675 INC",2,87031000,74.05054645854368,7,DA-HIST-V02-00200,1,DA-HIST-V02-00200,118-2026-10-008011-00-8,118-2026-10-008011-00,8,87031000,"L7,YONSLAND,MOTORCYCLE FARM ATV VE:2025,2025 CA:CUATRIMOTO,C1:ROJO,C2:NEGRO,CO:ELECTRICO,SN:0 CH/VIN:H2JBBL018SA000078,MO:72V 5000W AS:1,FR:4X4,TT:AUT,PA:1,PM: 1.50@1800.00,PB:800,PN:300,CU:500 SAC,KM:1.00,TE:ELECTRICO LA:3100,AN:1200,AL:1400, NR:4,MC:YONSLAND,SC:H2JBBL018SA000078 C",1,exact_nandina8_evidence,NANDINA_87031000,NANDINA,hierarchical_v0.1,nandina_8,87031000,403,25,8703.10.00 - Vehículos especialmente diseñados para desplazarse sobre nieve; vehículos u,1,0,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00210,"L7,MC MOTOR`S,AFF 125 VE:2025,2025 CA:CUATRIMOTO,C1:ROJO,CO:GASOLINA,SN:0 NC:1,CC:125,CH/VIN:L85AG4FJ1S1122675,MO:154FMI21E44723 AS:2,FR:4X2,TT:AUT,PA:1,PM: 5.60@7500.00,PB:236,PN:106,CU:130 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1470,AN:1040,AL:950, NR:4,SC:L85AG4FJ1S1122675 INC",3,87032290,71.53729811247909,8,DA-HIST-V02-00512,1,DA-HIST-V02-00512,118-2026-10-096423-00-1,118-2026-10-096423-00,1,87032290,"M1,PEUGEOT,208 VE:R4,2025 CA:HATCHBACK,C1:BLANCO,CO:GASOLINA,SN:0 NC:3,CC:1199,CH/VIN:VR3UPHPY4S4001847,MO:1184 AS:2,FR:4X2,TT:AUT,PA:1,PM: 158.00@5500.00,PB:1250,PN:1080,CU:170 SAC,KM:0.00,TE:ENCENDIDO POR CHISPA LA:4052,AN:1738,AL:1430, NR:4,AR:7 /17,N1:205/45R17,DE",1,exact_nandina8_evidence,NANDINA_87032290,NANDINA,hierarchical_v0.1,nandina_8,87032290,403,32,8703.22.90 - - - Los demás u,1,1,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00211,"L7,MC MOTOR`S,AFF 125 VE:2025,2025 CA:CUATRIMOTO,C1:ROJO,CO:GASOLINA,SN:0 NC:1,CC:125,CH/VIN:L85AG4FJ3S1122676,MO:154FMI21E44734 AS:2,FR:4X2,TT:AUT,PA:1,PM: 5.60@7500.00,PB:236,PN:106,CU:130 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1470,AN:1040,AL:950, NR:4,SC:L85AG4FJ3S1122676 INC",1,87032100,79.32025270986624,1,DA-HIST-V02-00226,1,DA-HIST-V02-00226,118-2026-10-011206-00-1,118-2026-10-011206-00,1,87032100,"L7,MARCA:EPQ,MODELO:SS125-1,AÑO MOD:2025 CH:H09SCEL12SASSG005,VI:H09SCEL12SASSG005,MO:154FMI18E06308,CC:125,NC:1,CO:GASOLINA,SNTT:0 CA:CUATRIMOTO,PM:5.60@7500,AS:1,PA:0,FR:4X2,TT:AUT,C1:ANARANJADO PB:282,PN:112,CU:170,LA:1500,AN:950,AL:960,NR:4 SAC,KILOMETRAJE:1.00",1,exact_nandina8_evidence,NANDINA_87032100,NANDINA,hierarchical_v0.1,nandina_8,87032100,403,29,8703.21.00 - - De cilindrada inferior o igual a 1.000 cm3 u,1,0,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00211,"L7,MC MOTOR`S,AFF 125 VE:2025,2025 CA:CUATRIMOTO,C1:ROJO,CO:GASOLINA,SN:0 NC:1,CC:125,CH/VIN:L85AG4FJ3S1122676,MO:154FMI21E44734 AS:2,FR:4X2,TT:AUT,PA:1,PM: 5.60@7500.00,PB:236,PN:106,CU:130 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1470,AN:1040,AL:950, NR:4,SC:L85AG4FJ3S1122676 INC",2,87031000,74.05054645854368,7,DA-HIST-V02-00200,1,DA-HIST-V02-00200,118-2026-10-008011-00-8,118-2026-10-008011-00,8,87031000,"L7,YONSLAND,MOTORCYCLE FARM ATV VE:2025,2025 CA:CUATRIMOTO,C1:ROJO,C2:NEGRO,CO:ELECTRICO,SN:0 CH/VIN:H2JBBL018SA000078,MO:72V 5000W AS:1,FR:4X4,TT:AUT,PA:1,PM: 1.50@1800.00,PB:800,PN:300,CU:500 SAC,KM:1.00,TE:ELECTRICO LA:3100,AN:1200,AL:1400, NR:4,MC:YONSLAND,SC:H2JBBL018SA000078 C",1,exact_nandina8_evidence,NANDINA_87031000,NANDINA,hierarchical_v0.1,nandina_8,87031000,403,25,8703.10.00 - Vehículos especialmente diseñados para desplazarse sobre nieve; vehículos u,1,0,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00211,"L7,MC MOTOR`S,AFF 125 VE:2025,2025 CA:CUATRIMOTO,C1:ROJO,CO:GASOLINA,SN:0 NC:1,CC:125,CH/VIN:L85AG4FJ3S1122676,MO:154FMI21E44734 AS:2,FR:4X2,TT:AUT,PA:1,PM: 5.60@7500.00,PB:236,PN:106,CU:130 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1470,AN:1040,AL:950, NR:4,SC:L85AG4FJ3S1122676 INC",3,87032290,71.53729811247909,8,DA-HIST-V02-00512,1,DA-HIST-V02-00512,118-2026-10-096423-00-1,118-2026-10-096423-00,1,87032290,"M1,PEUGEOT,208 VE:R4,2025 CA:HATCHBACK,C1:BLANCO,CO:GASOLINA,SN:0 NC:3,CC:1199,CH/VIN:VR3UPHPY4S4001847,MO:1184 AS:2,FR:4X2,TT:AUT,PA:1,PM: 158.00@5500.00,PB:1250,PN:1080,CU:170 SAC,KM:0.00,TE:ENCENDIDO POR CHISPA LA:4052,AN:1738,AL:1430, NR:4,AR:7 /17,N1:205/45R17,DE",1,exact_nandina8_evidence,NANDINA_87032290,NANDINA,hierarchical_v0.1,nandina_8,87032290,403,32,8703.22.90 - - - Los demás u,1,1,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00212,"L7,MC MOTOR`S,AFF 125 VE:2025,2025 CA:CUATRIMOTO,C1:ROJO,CO:GASOLINA,SN:0 NC:1,CC:125,CH/VIN:L85AG4FJ5S1122677,MO:154FMI21E44708 AS:2,FR:4X2,TT:AUT,PA:1,PM: 5.60@7500.00,PB:236,PN:106,CU:130 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1470,AN:1040,AL:950, NR:4,SC:L85AG4FJ5S1122677 INC",1,87032100,79.32025270986624,1,DA-HIST-V02-00226,1,DA-HIST-V02-00226,118-2026-10-011206-00-1,118-2026-10-011206-00,1,87032100,"L7,MARCA:EPQ,MODELO:SS125-1,AÑO MOD:2025 CH:H09SCEL12SASSG005,VI:H09SCEL12SASSG005,MO:154FMI18E06308,CC:125,NC:1,CO:GASOLINA,SNTT:0 CA:CUATRIMOTO,PM:5.60@7500,AS:1,PA:0,FR:4X2,TT:AUT,C1:ANARANJADO PB:282,PN:112,CU:170,LA:1500,AN:950,AL:960,NR:4 SAC,KILOMETRAJE:1.00",1,exact_nandina8_evidence,NANDINA_87032100,NANDINA,hierarchical_v0.1,nandina_8,87032100,403,29,8703.21.00 - - De cilindrada inferior o igual a 1.000 cm3 u,1,0,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00212,"L7,MC MOTOR`S,AFF 125 VE:2025,2025 CA:CUATRIMOTO,C1:ROJO,CO:GASOLINA,SN:0 NC:1,CC:125,CH/VIN:L85AG4FJ5S1122677,MO:154FMI21E44708 AS:2,FR:4X2,TT:AUT,PA:1,PM: 5.60@7500.00,PB:236,PN:106,CU:130 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1470,AN:1040,AL:950, NR:4,SC:L85AG4FJ5S1122677 INC",2,87031000,74.05054645854368,7,DA-HIST-V02-00200,1,DA-HIST-V02-00200,118-2026-10-008011-00-8,118-2026-10-008011-00,8,87031000,"L7,YONSLAND,MOTORCYCLE FARM ATV VE:2025,2025 CA:CUATRIMOTO,C1:ROJO,C2:NEGRO,CO:ELECTRICO,SN:0 CH/VIN:H2JBBL018SA000078,MO:72V 5000W AS:1,FR:4X4,TT:AUT,PA:1,PM: 1.50@1800.00,PB:800,PN:300,CU:500 SAC,KM:1.00,TE:ELECTRICO LA:3100,AN:1200,AL:1400, NR:4,MC:YONSLAND,SC:H2JBBL018SA000078 C",1,exact_nandina8_evidence,NANDINA_87031000,NANDINA,hierarchical_v0.1,nandina_8,87031000,403,25,8703.10.00 - Vehículos especialmente diseñados para desplazarse sobre nieve; vehículos u,1,0,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00212,"L7,MC MOTOR`S,AFF 125 VE:2025,2025 CA:CUATRIMOTO,C1:ROJO,CO:GASOLINA,SN:0 NC:1,CC:125,CH/VIN:L85AG4FJ5S1122677,MO:154FMI21E44708 AS:2,FR:4X2,TT:AUT,PA:1,PM: 5.60@7500.00,PB:236,PN:106,CU:130 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1470,AN:1040,AL:950, NR:4,SC:L85AG4FJ5S1122677 INC",3,87032290,71.53729811247909,8,DA-HIST-V02-00512,1,DA-HIST-V02-00512,118-2026-10-096423-00-1,118-2026-10-096423-00,1,87032290,"M1,PEUGEOT,208 VE:R4,2025 CA:HATCHBACK,C1:BLANCO,CO:GASOLINA,SN:0 NC:3,CC:1199,CH/VIN:VR3UPHPY4S4001847,MO:1184 AS:2,FR:4X2,TT:AUT,PA:1,PM: 158.00@5500.00,PB:1250,PN:1080,CU:170 SAC,KM:0.00,TE:ENCENDIDO POR CHISPA LA:4052,AN:1738,AL:1430, NR:4,AR:7 /17,N1:205/45R17,DE",1,exact_nandina8_evidence,NANDINA_87032290,NANDINA,hierarchical_v0.1,nandina_8,87032290,403,32,8703.22.90 - - - Los demás u,1,1,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
